"indice_tiempo","area_protegida","residencia","visitas"
2013-07-01,"Bosque Petrificado Sarmiento","No residentes",22
2013-07-01,"Bosque Petrificado Sarmiento","Residentes",285
2013-07-01,"Península Valdés","No residentes",610
2013-07-01,"Península Valdés","Residentes",20914
2013-07-01,"Punta Loma","No residentes",85
2013-07-01,"Punta Loma","Residentes",5596
2013-07-01,"Punta Marqués","No residentes",39
2013-07-01,"Punta Marqués","Residentes",845
2013-07-01,"Punta Tombo","No residentes",NA
2013-07-01,"Punta Tombo","Residentes",NA
2013-07-01,"Cabo Dos Bahías","No residentes",NA
2013-07-01,"Cabo Dos Bahías","Residentes",NA
2013-08-01,"Bosque Petrificado Sarmiento","No residentes",15
2013-08-01,"Bosque Petrificado Sarmiento","Residentes",225
2013-08-01,"Península Valdés","No residentes",930
2013-08-01,"Península Valdés","Residentes",13080
2013-08-01,"Punta Loma","No residentes",170
2013-08-01,"Punta Loma","Residentes",2154
2013-08-01,"Punta Marqués","No residentes",10
2013-08-01,"Punta Marqués","Residentes",417
2013-08-01,"Punta Tombo","No residentes",NA
2013-08-01,"Punta Tombo","Residentes",NA
2013-08-01,"Cabo Dos Bahías","No residentes",NA
2013-08-01,"Cabo Dos Bahías","Residentes",NA
2013-09-01,"Bosque Petrificado Sarmiento","No residentes",63
2013-09-01,"Bosque Petrificado Sarmiento","Residentes",527
2013-09-01,"Península Valdés","No residentes",2806
2013-09-01,"Península Valdés","Residentes",21636
2013-09-01,"Punta Loma","No residentes",357
2013-09-01,"Punta Loma","Residentes",4857
2013-09-01,"Punta Marqués","No residentes",54
2013-09-01,"Punta Marqués","Residentes",798
2013-09-01,"Punta Tombo","No residentes",1432
2013-09-01,"Punta Tombo","Residentes",6872
2013-09-01,"Cabo Dos Bahías","No residentes",17
2013-09-01,"Cabo Dos Bahías","Residentes",658
2013-10-01,"Bosque Petrificado Sarmiento","No residentes",92
2013-10-01,"Bosque Petrificado Sarmiento","Residentes",602
2013-10-01,"Península Valdés","No residentes",6108
2013-10-01,"Península Valdés","Residentes",34853
2013-10-01,"Punta Loma","No residentes",452
2013-10-01,"Punta Loma","Residentes",6003
2013-10-01,"Punta Marqués","No residentes",29
2013-10-01,"Punta Marqués","Residentes",1247
2013-10-01,"Punta Tombo","No residentes",4780
2013-10-01,"Punta Tombo","Residentes",17249
2013-10-01,"Cabo Dos Bahías","No residentes",114
2013-10-01,"Cabo Dos Bahías","Residentes",1203
2013-11-01,"Bosque Petrificado Sarmiento","No residentes",184
2013-11-01,"Bosque Petrificado Sarmiento","Residentes",685
2013-11-01,"Península Valdés","No residentes",9531
2013-11-01,"Península Valdés","Residentes",26662
2013-11-01,"Punta Loma","No residentes",791
2013-11-01,"Punta Loma","Residentes",2283
2013-11-01,"Punta Marqués","No residentes",47
2013-11-01,"Punta Marqués","Residentes",1219
2013-11-01,"Punta Tombo","No residentes",5711
2013-11-01,"Punta Tombo","Residentes",12027
2013-11-01,"Cabo Dos Bahías","No residentes",289
2013-11-01,"Cabo Dos Bahías","Residentes",1221
2013-12-01,"Bosque Petrificado Sarmiento","No residentes",187
2013-12-01,"Bosque Petrificado Sarmiento","Residentes",622
2013-12-01,"Península Valdés","No residentes",6345
2013-12-01,"Península Valdés","Residentes",25512
2013-12-01,"Punta Loma","No residentes",1266
2013-12-01,"Punta Loma","Residentes",1853
2013-12-01,"Punta Marqués","No residentes",45
2013-12-01,"Punta Marqués","Residentes",699
2013-12-01,"Punta Tombo","No residentes",4053
2013-12-01,"Punta Tombo","Residentes",4996
2013-12-01,"Cabo Dos Bahías","No residentes",212
2013-12-01,"Cabo Dos Bahías","Residentes",725
2014-01-01,"Bosque Petrificado Sarmiento","No residentes",276
2014-01-01,"Bosque Petrificado Sarmiento","Residentes",2063
2014-01-01,"Península Valdés","No residentes",5103
2014-01-01,"Península Valdés","Residentes",80724
2014-01-01,"Punta Loma","No residentes",554
2014-01-01,"Punta Loma","Residentes",9367
2014-01-01,"Punta Marqués","No residentes",129
2014-01-01,"Punta Marqués","Residentes",2902
2014-01-01,"Punta Tombo","No residentes",2828
2014-01-01,"Punta Tombo","Residentes",19630
2014-01-01,"Cabo Dos Bahías","No residentes",230
2014-01-01,"Cabo Dos Bahías","Residentes",2373
2014-02-01,"Bosque Petrificado Sarmiento","No residentes",212
2014-02-01,"Bosque Petrificado Sarmiento","Residentes",1327
2014-02-01,"Península Valdés","No residentes",6342
2014-02-01,"Península Valdés","Residentes",41231
2014-02-01,"Punta Loma","No residentes",2611
2014-02-01,"Punta Loma","Residentes",6194
2014-02-01,"Punta Marqués","No residentes",128
2014-02-01,"Punta Marqués","Residentes",1999
2014-02-01,"Punta Tombo","No residentes",3782
2014-02-01,"Punta Tombo","Residentes",12244
2014-02-01,"Cabo Dos Bahías","No residentes",71
2014-02-01,"Cabo Dos Bahías","Residentes",903
2014-03-01,"Bosque Petrificado Sarmiento","No residentes",138
2014-03-01,"Bosque Petrificado Sarmiento","Residentes",984
2014-03-01,"Península Valdés","No residentes",3225
2014-03-01,"Península Valdés","Residentes",20822
2014-03-01,"Punta Loma","No residentes",1202
2014-03-01,"Punta Loma","Residentes",2509
2014-03-01,"Punta Marqués","No residentes",59
2014-03-01,"Punta Marqués","Residentes",1100
2014-03-01,"Punta Tombo","No residentes",3243
2014-03-01,"Punta Tombo","Residentes",5793
2014-03-01,"Cabo Dos Bahías","No residentes",140
2014-03-01,"Cabo Dos Bahías","Residentes",1363
2014-04-01,"Bosque Petrificado Sarmiento","No residentes",39
2014-04-01,"Bosque Petrificado Sarmiento","Residentes",467
2014-04-01,"Península Valdés","No residentes",705
2014-04-01,"Península Valdés","Residentes",6321
2014-04-01,"Punta Loma","No residentes",137
2014-04-01,"Punta Loma","Residentes",1337
2014-04-01,"Punta Marqués","No residentes",22
2014-04-01,"Punta Marqués","Residentes",921
2014-04-01,"Punta Tombo","No residentes",295
2014-04-01,"Punta Tombo","Residentes",1364
2014-04-01,"Cabo Dos Bahías","No residentes",8
2014-04-01,"Cabo Dos Bahías","Residentes",109
2014-05-01,"Bosque Petrificado Sarmiento","No residentes",16
2014-05-01,"Bosque Petrificado Sarmiento","Residentes",290
2014-05-01,"Península Valdés","No residentes",284
2014-05-01,"Península Valdés","Residentes",4596
2014-05-01,"Punta Loma","No residentes",58
2014-05-01,"Punta Loma","Residentes",1168
2014-05-01,"Punta Marqués","No residentes",7
2014-05-01,"Punta Marqués","Residentes",364
2014-05-01,"Punta Tombo","No residentes",NA
2014-05-01,"Punta Tombo","Residentes",NA
2014-05-01,"Cabo Dos Bahías","No residentes",NA
2014-05-01,"Cabo Dos Bahías","Residentes",NA
2014-06-01,"Bosque Petrificado Sarmiento","No residentes",8
2014-06-01,"Bosque Petrificado Sarmiento","Residentes",184
2014-06-01,"Península Valdés","No residentes",355
2014-06-01,"Península Valdés","Residentes",5322
2014-06-01,"Punta Loma","No residentes",108
2014-06-01,"Punta Loma","Residentes",947
2014-06-01,"Punta Marqués","No residentes",6
2014-06-01,"Punta Marqués","Residentes",210
2014-06-01,"Punta Tombo","No residentes",NA
2014-06-01,"Punta Tombo","Residentes",NA
2014-06-01,"Cabo Dos Bahías","No residentes",NA
2014-06-01,"Cabo Dos Bahías","Residentes",NA
2014-07-01,"Bosque Petrificado Sarmiento","No residentes",16
2014-07-01,"Bosque Petrificado Sarmiento","Residentes",358
2014-07-01,"Península Valdés","No residentes",969
2014-07-01,"Península Valdés","Residentes",20249
2014-07-01,"Punta Loma","No residentes",127
2014-07-01,"Punta Loma","Residentes",5563
2014-07-01,"Punta Marqués","No residentes",25
2014-07-01,"Punta Marqués","Residentes",750
2014-07-01,"Punta Tombo","No residentes",NA
2014-07-01,"Punta Tombo","Residentes",NA
2014-07-01,"Cabo Dos Bahías","No residentes",NA
2014-07-01,"Cabo Dos Bahías","Residentes",NA
2014-08-01,"Bosque Petrificado Sarmiento","No residentes",11
2014-08-01,"Bosque Petrificado Sarmiento","Residentes",163
2014-08-01,"Península Valdés","No residentes",1185
2014-08-01,"Península Valdés","Residentes",16479
2014-08-01,"Punta Loma","No residentes",251
2014-08-01,"Punta Loma","Residentes",3659
2014-08-01,"Punta Marqués","No residentes",30
2014-08-01,"Punta Marqués","Residentes",829
2014-08-01,"Punta Tombo","No residentes",NA
2014-08-01,"Punta Tombo","Residentes",NA
2014-08-01,"Cabo Dos Bahías","No residentes",NA
2014-08-01,"Cabo Dos Bahías","Residentes",NA
2014-09-01,"Bosque Petrificado Sarmiento","No residentes",52
2014-09-01,"Bosque Petrificado Sarmiento","Residentes",403
2014-09-01,"Península Valdés","No residentes",2666
2014-09-01,"Península Valdés","Residentes",24167
2014-09-01,"Punta Loma","No residentes",322
2014-09-01,"Punta Loma","Residentes",5325
2014-09-01,"Punta Marqués","No residentes",29
2014-09-01,"Punta Marqués","Residentes",1188
2014-09-01,"Punta Tombo","No residentes",768
2014-09-01,"Punta Tombo","Residentes",8106
2014-09-01,"Cabo Dos Bahías","No residentes",9
2014-09-01,"Cabo Dos Bahías","Residentes",269
2014-10-01,"Bosque Petrificado Sarmiento","No residentes",75
2014-10-01,"Bosque Petrificado Sarmiento","Residentes",584
2014-10-01,"Península Valdés","No residentes",6152
2014-10-01,"Península Valdés","Residentes",37045
2014-10-01,"Punta Loma","No residentes",583
2014-10-01,"Punta Loma","Residentes",6650
2014-10-01,"Punta Marqués","No residentes",17
2014-10-01,"Punta Marqués","Residentes",1073
2014-10-01,"Punta Tombo","No residentes",4647
2014-10-01,"Punta Tombo","Residentes",20281
2014-10-01,"Cabo Dos Bahías","No residentes",71
2014-10-01,"Cabo Dos Bahías","Residentes",632
2014-11-01,"Bosque Petrificado Sarmiento","No residentes",191
2014-11-01,"Bosque Petrificado Sarmiento","Residentes",707
2014-11-01,"Península Valdés","No residentes",10622
2014-11-01,"Península Valdés","Residentes",25648
2014-11-01,"Punta Loma","No residentes",745
2014-11-01,"Punta Loma","Residentes",2151
2014-11-01,"Punta Marqués","No residentes",40
2014-11-01,"Punta Marqués","Residentes",1204
2014-11-01,"Punta Tombo","No residentes",6134
2014-11-01,"Punta Tombo","Residentes",11034
2014-11-01,"Cabo Dos Bahías","No residentes",42
2014-11-01,"Cabo Dos Bahías","Residentes",329
2014-12-01,"Bosque Petrificado Sarmiento","No residentes",292
2014-12-01,"Bosque Petrificado Sarmiento","Residentes",646
2014-12-01,"Península Valdés","No residentes",6761
2014-12-01,"Península Valdés","Residentes",30066
2014-12-01,"Punta Loma","No residentes",792
2014-12-01,"Punta Loma","Residentes",1884
2014-12-01,"Punta Marqués","No residentes",91
2014-12-01,"Punta Marqués","Residentes",1042
2014-12-01,"Punta Tombo","No residentes",3290
2014-12-01,"Punta Tombo","Residentes",5685
2014-12-01,"Cabo Dos Bahías","No residentes",35
2014-12-01,"Cabo Dos Bahías","Residentes",145
2015-01-01,"Bosque Petrificado Sarmiento","No residentes",198
2015-01-01,"Bosque Petrificado Sarmiento","Residentes",2135
2015-01-01,"Península Valdés","No residentes",6292
2015-01-01,"Península Valdés","Residentes",76351
2015-01-01,"Punta Loma","No residentes",1196
2015-01-01,"Punta Loma","Residentes",6955
2015-01-01,"Punta Marqués","No residentes",135
2015-01-01,"Punta Marqués","Residentes",2423
2015-01-01,"Punta Tombo","No residentes",4495
2015-01-01,"Punta Tombo","Residentes",20311
2015-01-01,"Cabo Dos Bahías","No residentes",101
2015-01-01,"Cabo Dos Bahías","Residentes",1567
2015-02-01,"Bosque Petrificado Sarmiento","No residentes",330
2015-02-01,"Bosque Petrificado Sarmiento","Residentes",1436
2015-02-01,"Península Valdés","No residentes",6911
2015-02-01,"Península Valdés","Residentes",41558
2015-02-01,"Punta Loma","No residentes",1825
2015-02-01,"Punta Loma","Residentes",6209
2015-02-01,"Punta Marqués","No residentes",200
2015-02-01,"Punta Marqués","Residentes",2350
2015-02-01,"Punta Tombo","No residentes",4030
2015-02-01,"Punta Tombo","Residentes",11660
2015-02-01,"Cabo Dos Bahías","No residentes",200
2015-02-01,"Cabo Dos Bahías","Residentes",2065
2015-03-01,"Bosque Petrificado Sarmiento","No residentes",141
2015-03-01,"Bosque Petrificado Sarmiento","Residentes",784
2015-03-01,"Península Valdés","No residentes",3061
2015-03-01,"Península Valdés","Residentes",16168
2015-03-01,"Punta Loma","No residentes",622
2015-03-01,"Punta Loma","Residentes",1473
2015-03-01,"Punta Marqués","No residentes",56
2015-03-01,"Punta Marqués","Residentes",1301
2015-03-01,"Punta Tombo","No residentes",2154
2015-03-01,"Punta Tombo","Residentes",3696
2015-03-01,"Cabo Dos Bahías","No residentes",77
2015-03-01,"Cabo Dos Bahías","Residentes",962
2015-04-01,"Bosque Petrificado Sarmiento","No residentes",60
2015-04-01,"Bosque Petrificado Sarmiento","Residentes",539
2015-04-01,"Península Valdés","No residentes",643
2015-04-01,"Península Valdés","Residentes",7133
2015-04-01,"Punta Loma","No residentes",99
2015-04-01,"Punta Loma","Residentes",1334
2015-04-01,"Punta Marqués","No residentes",46
2015-04-01,"Punta Marqués","Residentes",730
2015-04-01,"Punta Tombo","No residentes",57
2015-04-01,"Punta Tombo","Residentes",732
2015-04-01,"Cabo Dos Bahías","No residentes",10
2015-04-01,"Cabo Dos Bahías","Residentes",361
2015-05-01,"Bosque Petrificado Sarmiento","No residentes",34
2015-05-01,"Bosque Petrificado Sarmiento","Residentes",371
2015-05-01,"Península Valdés","No residentes",253
2015-05-01,"Península Valdés","Residentes",4133
2015-05-01,"Punta Loma","No residentes",72
2015-05-01,"Punta Loma","Residentes",1244
2015-05-01,"Punta Marqués","No residentes",16
2015-05-01,"Punta Marqués","Residentes",523
2015-05-01,"Punta Tombo","No residentes",NA
2015-05-01,"Punta Tombo","Residentes",NA
2015-05-01,"Cabo Dos Bahías","No residentes",NA
2015-05-01,"Cabo Dos Bahías","Residentes",NA
2015-06-01,"Bosque Petrificado Sarmiento","No residentes",2
2015-06-01,"Bosque Petrificado Sarmiento","Residentes",137
2015-06-01,"Península Valdés","No residentes",211
2015-06-01,"Península Valdés","Residentes",4890
2015-06-01,"Punta Loma","No residentes",61
2015-06-01,"Punta Loma","Residentes",1121
2015-06-01,"Punta Marqués","No residentes",6
2015-06-01,"Punta Marqués","Residentes",320
2015-06-01,"Punta Tombo","No residentes",NA
2015-06-01,"Punta Tombo","Residentes",NA
2015-06-01,"Cabo Dos Bahías","No residentes",NA
2015-06-01,"Cabo Dos Bahías","Residentes",NA
2015-07-01,"Bosque Petrificado Sarmiento","No residentes",17
2015-07-01,"Bosque Petrificado Sarmiento","Residentes",475
2015-07-01,"Península Valdés","No residentes",788
2015-07-01,"Península Valdés","Residentes",27654
2015-07-01,"Punta Loma","No residentes",144
2015-07-01,"Punta Loma","Residentes",7156
2015-07-01,"Punta Marqués","No residentes",30
2015-07-01,"Punta Marqués","Residentes",1077
2015-07-01,"Punta Tombo","No residentes",NA
2015-07-01,"Punta Tombo","Residentes",NA
2015-07-01,"Cabo Dos Bahías","No residentes",NA
2015-07-01,"Cabo Dos Bahías","Residentes",NA
2015-08-01,"Bosque Petrificado Sarmiento","No residentes",8
2015-08-01,"Bosque Petrificado Sarmiento","Residentes",247
2015-08-01,"Península Valdés","No residentes",951
2015-08-01,"Península Valdés","Residentes",17320
2015-08-01,"Punta Loma","No residentes",339
2015-08-01,"Punta Loma","Residentes",3314
2015-08-01,"Punta Marqués","No residentes",11
2015-08-01,"Punta Marqués","Residentes",674
2015-08-01,"Punta Tombo","No residentes",NA
2015-08-01,"Punta Tombo","Residentes",NA
2015-08-01,"Cabo Dos Bahías","No residentes",NA
2015-08-01,"Cabo Dos Bahías","Residentes",NA
2015-09-01,"Bosque Petrificado Sarmiento","No residentes",60
2015-09-01,"Bosque Petrificado Sarmiento","Residentes",541
2015-09-01,"Península Valdés","No residentes",1999
2015-09-01,"Península Valdés","Residentes",24137
2015-09-01,"Punta Loma","No residentes",193
2015-09-01,"Punta Loma","Residentes",4458
2015-09-01,"Punta Marqués","No residentes",25
2015-09-01,"Punta Marqués","Residentes",1086
2015-09-01,"Punta Tombo","No residentes",1089
2015-09-01,"Punta Tombo","Residentes",5320
2015-09-01,"Cabo Dos Bahías","No residentes",21
2015-09-01,"Cabo Dos Bahías","Residentes",252
2015-10-01,"Bosque Petrificado Sarmiento","No residentes",92
2015-10-01,"Bosque Petrificado Sarmiento","Residentes",616
2015-10-01,"Península Valdés","No residentes",5191
2015-10-01,"Península Valdés","Residentes",32800
2015-10-01,"Punta Loma","No residentes",302
2015-10-01,"Punta Loma","Residentes",5021
2015-10-01,"Punta Marqués","No residentes",28
2015-10-01,"Punta Marqués","Residentes",1333
2015-10-01,"Punta Tombo","No residentes",4193
2015-10-01,"Punta Tombo","Residentes",17208
2015-10-01,"Cabo Dos Bahías","No residentes",54
2015-10-01,"Cabo Dos Bahías","Residentes",683
2015-11-01,"Bosque Petrificado Sarmiento","No residentes",278
2015-11-01,"Bosque Petrificado Sarmiento","Residentes",637
2015-11-01,"Península Valdés","No residentes",8999
2015-11-01,"Península Valdés","Residentes",23127
2015-11-01,"Punta Loma","No residentes",562
2015-11-01,"Punta Loma","Residentes",2086
2015-11-01,"Punta Marqués","No residentes",50
2015-11-01,"Punta Marqués","Residentes",1125
2015-11-01,"Punta Tombo","No residentes",5691
2015-11-01,"Punta Tombo","Residentes",10009
2015-11-01,"Cabo Dos Bahías","No residentes",149
2015-11-01,"Cabo Dos Bahías","Residentes",404
2015-12-01,"Bosque Petrificado Sarmiento","No residentes",270
2015-12-01,"Bosque Petrificado Sarmiento","Residentes",488
2015-12-01,"Península Valdés","No residentes",5825
2015-12-01,"Península Valdés","Residentes",30628
2015-12-01,"Punta Loma","No residentes",1288
2015-12-01,"Punta Loma","Residentes",2158
2015-12-01,"Punta Marqués","No residentes",48
2015-12-01,"Punta Marqués","Residentes",1044
2015-12-01,"Punta Tombo","No residentes",4734
2015-12-01,"Punta Tombo","Residentes",5264
2015-12-01,"Cabo Dos Bahías","No residentes",18
2015-12-01,"Cabo Dos Bahías","Residentes",379
2016-01-01,"Bosque Petrificado Sarmiento","No residentes",288
2016-01-01,"Bosque Petrificado Sarmiento","Residentes",1705
2016-01-01,"Península Valdés","No residentes",6464
2016-01-01,"Península Valdés","Residentes",68767
2016-01-01,"Punta Loma","No residentes",1843
2016-01-01,"Punta Loma","Residentes",9390
2016-01-01,"Punta Marqués","No residentes",103
2016-01-01,"Punta Marqués","Residentes",3006
2016-01-01,"Punta Tombo","No residentes",5989
2016-01-01,"Punta Tombo","Residentes",15606
2016-01-01,"Cabo Dos Bahías","No residentes",148
2016-01-01,"Cabo Dos Bahías","Residentes",1566
2016-02-01,"Bosque Petrificado Sarmiento","No residentes",318
2016-02-01,"Bosque Petrificado Sarmiento","Residentes",1057
2016-02-01,"Península Valdés","No residentes",6774
2016-02-01,"Península Valdés","Residentes",40748
2016-02-01,"Punta Loma","No residentes",2640
2016-02-01,"Punta Loma","Residentes",6359
2016-02-01,"Punta Marqués","No residentes",141
2016-02-01,"Punta Marqués","Residentes",1771
2016-02-01,"Punta Tombo","No residentes",4646
2016-02-01,"Punta Tombo","Residentes",8596
2016-02-01,"Cabo Dos Bahías","No residentes",205
2016-02-01,"Cabo Dos Bahías","Residentes",1325
2016-03-01,"Bosque Petrificado Sarmiento","No residentes",100
2016-03-01,"Bosque Petrificado Sarmiento","Residentes",774
2016-03-01,"Península Valdés","No residentes",5041
2016-03-01,"Península Valdés","Residentes",12769
2016-03-01,"Punta Loma","No residentes",1116
2016-03-01,"Punta Loma","Residentes",2858
2016-03-01,"Punta Marqués","No residentes",56
2016-03-01,"Punta Marqués","Residentes",1224
2016-03-01,"Punta Tombo","No residentes",3981
2016-03-01,"Punta Tombo","Residentes",3902
2016-03-01,"Cabo Dos Bahías","No residentes",69
2016-03-01,"Cabo Dos Bahías","Residentes",572
2016-04-01,"Bosque Petrificado Sarmiento","No residentes",55
2016-04-01,"Bosque Petrificado Sarmiento","Residentes",366
2016-04-01,"Península Valdés","No residentes",875
2016-04-01,"Península Valdés","Residentes",4353
2016-04-01,"Punta Loma","No residentes",349
2016-04-01,"Punta Loma","Residentes",1234
2016-04-01,"Punta Marqués","No residentes",33
2016-04-01,"Punta Marqués","Residentes",555
2016-04-01,"Punta Tombo","No residentes",597
2016-04-01,"Punta Tombo","Residentes",228
2016-04-01,"Cabo Dos Bahías","No residentes",16
2016-04-01,"Cabo Dos Bahías","Residentes",169
2016-05-01,"Bosque Petrificado Sarmiento","No residentes",4
2016-05-01,"Bosque Petrificado Sarmiento","Residentes",225
2016-05-01,"Península Valdés","No residentes",216
2016-05-01,"Península Valdés","Residentes",3361
2016-05-01,"Punta Loma","No residentes",69
2016-05-01,"Punta Loma","Residentes",1089
2016-05-01,"Punta Marqués","No residentes",20
2016-05-01,"Punta Marqués","Residentes",445
2016-05-01,"Punta Tombo","No residentes",NA
2016-05-01,"Punta Tombo","Residentes",NA
2016-05-01,"Cabo Dos Bahías","No residentes",NA
2016-05-01,"Cabo Dos Bahías","Residentes",NA
2016-06-01,"Bosque Petrificado Sarmiento","No residentes",8
2016-06-01,"Bosque Petrificado Sarmiento","Residentes",191
2016-06-01,"Península Valdés","No residentes",204
2016-06-01,"Península Valdés","Residentes",6734
2016-06-01,"Punta Loma","No residentes",81
2016-06-01,"Punta Loma","Residentes",2037
2016-06-01,"Punta Marqués","No residentes",44
2016-06-01,"Punta Marqués","Residentes",1003
2016-06-01,"Punta Tombo","No residentes",NA
2016-06-01,"Punta Tombo","Residentes",NA
2016-06-01,"Cabo Dos Bahías","No residentes",NA
2016-06-01,"Cabo Dos Bahías","Residentes",NA
2016-07-01,"Bosque Petrificado Sarmiento","No residentes",11
2016-07-01,"Bosque Petrificado Sarmiento","Residentes",316
2016-07-01,"Península Valdés","No residentes",611
2016-07-01,"Península Valdés","Residentes",24398
2016-07-01,"Punta Loma","No residentes",165
2016-07-01,"Punta Loma","Residentes",8962
2016-07-01,"Punta Marqués","No residentes",55
2016-07-01,"Punta Marqués","Residentes",1378
2016-07-01,"Punta Tombo","No residentes",NA
2016-07-01,"Punta Tombo","Residentes",NA
2016-07-01,"Cabo Dos Bahías","No residentes",NA
2016-07-01,"Cabo Dos Bahías","Residentes",NA
2016-08-01,"Bosque Petrificado Sarmiento","No residentes",14
2016-08-01,"Bosque Petrificado Sarmiento","Residentes",216
2016-08-01,"Península Valdés","No residentes",864
2016-08-01,"Península Valdés","Residentes",14158
2016-08-01,"Punta Loma","No residentes",173
2016-08-01,"Punta Loma","Residentes",3531
2016-08-01,"Punta Marqués","No residentes",14
2016-08-01,"Punta Marqués","Residentes",696
2016-08-01,"Punta Tombo","No residentes",NA
2016-08-01,"Punta Tombo","Residentes",NA
2016-08-01,"Cabo Dos Bahías","No residentes",NA
2016-08-01,"Cabo Dos Bahías","Residentes",NA
2016-09-01,"Bosque Petrificado Sarmiento","No residentes",24
2016-09-01,"Bosque Petrificado Sarmiento","Residentes",399
2016-09-01,"Península Valdés","No residentes",1857
2016-09-01,"Península Valdés","Residentes",20955
2016-09-01,"Punta Loma","No residentes",292
2016-09-01,"Punta Loma","Residentes",4498
2016-09-01,"Punta Marqués","No residentes",46
2016-09-01,"Punta Marqués","Residentes",1031
2016-09-01,"Punta Tombo","No residentes",588
2016-09-01,"Punta Tombo","Residentes",4275
2016-09-01,"Cabo Dos Bahías","No residentes",10
2016-09-01,"Cabo Dos Bahías","Residentes",290
2016-10-01,"Bosque Petrificado Sarmiento","No residentes",36
2016-10-01,"Bosque Petrificado Sarmiento","Residentes",524
2016-10-01,"Península Valdés","No residentes",5992
2016-10-01,"Península Valdés","Residentes",32441
2016-10-01,"Punta Loma","No residentes",568
2016-10-01,"Punta Loma","Residentes",5421
2016-10-01,"Punta Marqués","No residentes",30
2016-10-01,"Punta Marqués","Residentes",1185
2016-10-01,"Punta Tombo","No residentes",2742
2016-10-01,"Punta Tombo","Residentes",17629
2016-10-01,"Cabo Dos Bahías","No residentes",74
2016-10-01,"Cabo Dos Bahías","Residentes",634
2016-11-01,"Bosque Petrificado Sarmiento","No residentes",214
2016-11-01,"Bosque Petrificado Sarmiento","Residentes",535
2016-11-01,"Península Valdés","No residentes",9294
2016-11-01,"Península Valdés","Residentes",17998
2016-11-01,"Punta Loma","No residentes",754
2016-11-01,"Punta Loma","Residentes",2746
2016-11-01,"Punta Marqués","No residentes",43
2016-11-01,"Punta Marqués","Residentes",963
2016-11-01,"Punta Tombo","No residentes",6001
2016-11-01,"Punta Tombo","Residentes",9447
2016-11-01,"Cabo Dos Bahías","No residentes",230
2016-11-01,"Cabo Dos Bahías","Residentes",1048
2016-12-01,"Bosque Petrificado Sarmiento","No residentes",193
2016-12-01,"Bosque Petrificado Sarmiento","Residentes",504
2016-12-01,"Península Valdés","No residentes",4588
2016-12-01,"Península Valdés","Residentes",20515
2016-12-01,"Punta Loma","No residentes",776
2016-12-01,"Punta Loma","Residentes",2465
2016-12-01,"Punta Marqués","No residentes",65
2016-12-01,"Punta Marqués","Residentes",1117
2016-12-01,"Punta Tombo","No residentes",3096
2016-12-01,"Punta Tombo","Residentes",4208
2016-12-01,"Cabo Dos Bahías","No residentes",194
2016-12-01,"Cabo Dos Bahías","Residentes",819
2017-01-01,"Bosque Petrificado Sarmiento","No residentes",245
2017-01-01,"Bosque Petrificado Sarmiento","Residentes",1450
2017-01-01,"Península Valdés","No residentes",6397
2017-01-01,"Península Valdés","Residentes",75495
2017-01-01,"Punta Loma","No residentes",2302
2017-01-01,"Punta Loma","Residentes",11186
2017-01-01,"Punta Marqués","No residentes",53
2017-01-01,"Punta Marqués","Residentes",2664
2017-01-01,"Punta Tombo","No residentes",7128
2017-01-01,"Punta Tombo","Residentes",14203
2017-01-01,"Cabo Dos Bahías","No residentes",211
2017-01-01,"Cabo Dos Bahías","Residentes",1939
2017-02-01,"Bosque Petrificado Sarmiento","No residentes",347
2017-02-01,"Bosque Petrificado Sarmiento","Residentes",1170
2017-02-01,"Península Valdés","No residentes",7078
2017-02-01,"Península Valdés","Residentes",38460
2017-02-01,"Punta Loma","No residentes",3283
2017-02-01,"Punta Loma","Residentes",8150
2017-02-01,"Punta Marqués","No residentes",147
2017-02-01,"Punta Marqués","Residentes",2027
2017-02-01,"Punta Tombo","No residentes",5508
2017-02-01,"Punta Tombo","Residentes",13585
2017-02-01,"Cabo Dos Bahías","No residentes",211
2017-02-01,"Cabo Dos Bahías","Residentes",2270
2017-03-01,"Bosque Petrificado Sarmiento","No residentes",130
2017-03-01,"Bosque Petrificado Sarmiento","Residentes",466
2017-03-01,"Península Valdés","No residentes",2538
2017-03-01,"Península Valdés","Residentes",10658
2017-03-01,"Punta Loma","No residentes",891
2017-03-01,"Punta Loma","Residentes",3662
2017-03-01,"Punta Marqués","No residentes",38
2017-03-01,"Punta Marqués","Residentes",797
2017-03-01,"Punta Tombo","No residentes",951
2017-03-01,"Punta Tombo","Residentes",4687
2017-03-01,"Cabo Dos Bahías","No residentes",138
2017-03-01,"Cabo Dos Bahías","Residentes",692
2017-04-01,"Bosque Petrificado Sarmiento","No residentes",20
2017-04-01,"Bosque Petrificado Sarmiento","Residentes",116
2017-04-01,"Península Valdés","No residentes",949
2017-04-01,"Península Valdés","Residentes",5961
2017-04-01,"Punta Loma","No residentes",470
2017-04-01,"Punta Loma","Residentes",2550
2017-04-01,"Punta Marqués","No residentes",9
2017-04-01,"Punta Marqués","Residentes",166
2017-04-01,"Punta Tombo","No residentes",180
2017-04-01,"Punta Tombo","Residentes",790
2017-04-01,"Cabo Dos Bahías","No residentes",20
2017-04-01,"Cabo Dos Bahías","Residentes",273
2017-05-01,"Bosque Petrificado Sarmiento","No residentes",24
2017-05-01,"Bosque Petrificado Sarmiento","Residentes",289
